protein_ID,ASCA_PC1_loadings,ASCA_PC2_loadings,ASCA_PC_threshold_pass,ClusterID,ClusterColor,Protein_names,Protein_fams,Gene_names,GO_IDs,sig_bp_GO,sig_bp_GOslim
CHOYP_PSA1.1.1.m.44276,0.00193854513462305,-0.00485657273401518,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PSA2.1.1.m.57091,0.00141008055576389,-0.000120082797027948,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PSA4.1.1.m.19303,0.00281862633798732,-0.00223108185869635,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PSA6.1.1.m.30357,6.50317526152362e-05,-0.00328427906209616,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PSB1.2.2.m.63827,0.00140527539827866,0.000530791339042567,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PSD7.1.1.m.19729,0.00124298490346015,0.000938509289462941,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PSDE.1.1.m.38562,0.000646407445364802,-0.00208222736741786,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PSIP1.1.1.m.61157,-0.0159431953963587,0.0221589437570946,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PSMB2.1.1.m.62965,0.000775292228051362,0.000521102079995803,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PSMC6.1.1.m.13888,0.00131196611376893,0.000668057300719112,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PSMD1.1.1.m.21682,-0.000672808510035495,0.00252565533524598,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PSMD1.1.1.m.21683,-0.00392575283769283,0.0046213192731799,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PSMD2.1.3.m.13362,0.0251118185455351,-0.0105521804407393,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PSMD2.3.3.m.59657,-0.00445241732739528,0.0117551355283669,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PSMD2.3.3.m.59658,-0.000939800739766093,0.000218471957659998,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PSMD6.1.1.m.60839,-0.00450697041791331,0.00520115190248873,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PSMD9.1.1.m.5055,-0.0205763640311426,0.000562435014896796,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PSME4.1.1.m.18992,-0.0027658939100609,-0.000528425872141499,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PSMG2.1.1.m.66279,4.2424612434134e-06,0.00823318098391109,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PSTA_4372.1.1.m.39115,0.00966433767161857,0.00705205603064972,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PSTA.1.2.m.4739,0.00312550054964805,-0.00237096792953533,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PSTA.2.2.m.9655,-0.0116228007062795,0.000142778435281473,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PSTPIP1.1.1.m.39114,0.0102817670104536,-0.0165907220309087,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTCD3.1.1.m.24655,-0.0184376392785735,-0.00975314086387449,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTEN.1.1.m.5408,-0.016667121770813,0.0126580593650257,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTER.1.2.m.28985,0.00269436350842493,-0.0001854030010855,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTGR1.1.1.m.29812,0.0230141625435607,-0.00588922659486889,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTH1R.4.4.m.65130,0.00295812972916063,0.00266690033858461,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTHB1.1.1.m.35678,-0.00871861636274967,0.0213766996122401,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTN11.4.4.m.62827,0.0015114386823742,0.00348195581437236,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTN11.4.4.m.62828,-0.0332026739678176,-0.0185589515178519,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTP10.3.3.m.46720,-4.48549111750112e-05,0.00595116734916809,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPA.1.1.m.18579,-0.00355769160484487,0.00986314740713538,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPN23.1.1.m.16408,0.000734817121604341,0.00893041949660808,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPRA.19.22.m.59233,-0.00695629365757135,-0.00442696811217016,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPRA.2.22.m.3118,-0.00278544858257744,0.00378146025717956,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPRA.9.22.m.46545,0.00412644566898977,-0.00749149033092176,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPRA.9.22.m.46547,0.0059003982083454,0.00696821849345678,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPRB.1.4.m.21615,0.00802924633046042,0.00481611130339821,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPRB.3.4.m.52977,0.00218528745922147,0.00867941569864463,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPRB.4.4.m.66782,0.00165237020216114,-0.000446517623637158,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPRC.5.14.m.34957,0.00797849657810203,-0.0144848217484896,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPRE.7.19.m.34309,-0.00698345041013547,-0.00444425060246592,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPREA.1.2.m.4823,0.00556011152845871,-0.0050631860284541,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPRF.2.6.m.17540,0,0,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPRF.3.6.m.28841,0.00625580959212592,0.00451622433677782,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPRG.1.3.m.56419,-0.00829936766796373,-0.000383126276412873,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPRG.2.3.m.61939,0.00193203662023778,0.00177449057414491,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPRG.3.3.m.65311,-0.00215022881388207,0.00291910066277855,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPRK.10.20.m.31769,-0.00683885696273158,-0.00435223168946488,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPRK.13.20.m.40023,0.00852378356357458,-0.000857918710594058,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPRK.17.20.m.60780,-0.00220436836803738,0.00983297143656765,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPRK.18.20.m.62712,0.00771128220766403,0.00501527294983523,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPRK.4.20.m.2624,0.0101028974993854,-0.00407926939327861,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPRK.6.20.m.6291,0.0043389162138742,0.00230412503195186,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPRK.8.20.m.8333,0.00246626872445362,0.00859076813737177,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPRM.11.15.m.52054,-1.40369802487779e-05,0.00224332673324949,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPRM.14.15.m.57240,0.00477810947823235,-0.00867457464065595,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPRQ.6.8.m.45809,-4.22098403592715e-08,0.00353855002297919,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPRT.11.45.m.39468,0.00721452322654109,-0.00062056754323879,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPRT.12.45.m.39573,0.00227031573267833,-0.00502326680001418,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPRT.17.45.m.42361,0.00961996014019811,0.00601822469414115,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPRT.22.45.m.47112,0.00813408204769523,0.0286144642610051,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPRT.26.45.m.52045,-0.00744414768896076,-0.00104400628136581,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPRT.30.45.m.53464,-0.00614868340586626,-0.0022092641991414,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPRT.38.45.m.60044,0.00238559070933114,-0.00531649666246386,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPRT.40.45.m.61584,0.00316053268091812,0.00373250778993168,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPRT.6.45.m.24275,0.00413496288980341,-0.00750695319714855,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPRU.2.2.m.58388,0.0022381603028062,-0.00495038705251239,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPRZ.1.9.m.12735,0.0192530702569835,-0.028929451904034,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PTPRZ.4.9.m.21524,-0.00723332490292345,0.00210043144787312,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PUA1A.1.1.m.6287,-0.00111619060840646,-0.000417540234338814,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PUM1.1.1.m.8674,-0.00518677629049082,0.00936971076144136,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PUR2.1.1.m.17810,0.00903409894525037,0.00105777365769527,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PUR8.1.1.m.2748,-0.00219986913694985,-0.00801213610093506,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PUS3.1.1.m.9880,-0.00759097112638606,-0.0033627391069795,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PUS7.1.1.m.53798,0.00767684162576037,-0.00946168541073166,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PVX_111155.1.1.m.25208,0.0232570691217613,0.00182597573710211,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PWP2.1.1.m.7530,-0.00976879813195628,-0.00522763481016849,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PXK.1.1.m.27815,0.0066134146878916,-0.00956094881027483,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PY03350.1.1.m.8097,-0.00291879724445339,0.00442043123858023,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PY03697.1.1.m.58980,-0.0022043924993542,0.00109055125227402,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PY04960.1.1.m.26352,-0.00692670948869414,-0.00440814082012478,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PYR1.1.1.m.61565,-0.00298523570614449,-0.00104343721441368,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PYRD2.1.1.m.26691,-0.00125338739272929,-0.014308845761515,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_PYRG1.1.1.m.13552,-0.00729019754413073,0.00150573937624012,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_QARS.2.2.m.18038,-0.000691269494269612,-0.000405524358219285,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_QCR2.1.1.m.35612,-0.00353885004794018,0.00405771535604708,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_QCR2.1.1.m.35613,-0.0036277295192621,0.00146906224197901,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_QPCT.1.1.m.38977,0.00673379988835299,-0.0234850721878851,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_QTRTD1.1.1.m.19041,0.00496834412900344,-0.00850270711420683,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_R3HDM1.1.1.m.36018,0.00295976448767798,0.0029450310268332,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RAB1A.1.3.m.10036,-0.000980887924876839,0.00212769790710191,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RAB21.1.1.m.56542,0.00150817427531993,0.0118099026396349,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RAB35.1.1.m.8277,0.00324453461966676,-0.00569770685249068,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RAB35.1.1.m.8278,0.00239612972853017,-0.000325353970997803,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RAB4B.1.1.m.55402,-0.00617156496390473,-0.0261201397610951,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RAB7A.1.2.m.23789,0.000677415102646709,-0.00317571576655575,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RAB7A.1.2.m.23790,0.000388058241728319,0.000102645384167377,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RAB8A.2.3.m.33866,-0.00926186115090268,0.0232431757319009,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RABGAP1.1.1.m.50532,-0.00132180209466088,-0.00137438324134653,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RABP2.1.1.m.29597,0.0218978866581986,0.00183481745336781,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RABX5.1.2.m.26033,-0.0120255921803097,-0.00195357847240216,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RAC1.1.3.m.20870,0.0182753408957704,0.0119821653762296,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RAC1.1.3.m.20871,-0.00105060321900567,-0.0136023186148911,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RAC1.2.3.m.23406,-0.0126616974194729,-0.00805787298253932,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RADI.1.2.m.2373,0.00118492939883926,0.000598061360468942,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RADI.2.2.m.22446,-0.0102588596959265,-0.000989947319053862,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RAEL1.1.1.m.40419,-0.00085003685066195,0.00167413409831894,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RAGP1.1.1.m.64037,-0.00341686808467823,-0.000641318787073112,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RALA.1.4.m.8443,-0.00218393961099376,-0.0271259120544015,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RALA.4.4.m.26414,-0.000208021470685965,-0.0190371940528779,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RAN.1.3.m.3468,-0.00493604802680833,-0.00144835455106526,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RAN.3.3.m.59027,-0.0117643918421735,0.00325494972453476,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RANB9.1.2.m.40766,-0.000829533067280513,0.000226256501653895,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RANGRF.1.2.m.18930,-0.00912507004298763,0.00369293949016401,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RAS.1.1.m.57089,-0.0147433179562779,-0.021742523298981,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RAS3.1.1.m.15706,0.000296951372772029,-0.00330290466403011,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RAVR1.1.1.m.62572,-0.0197062491733444,0.00135656700468525,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RB3GP.1.2.m.53902,0.00103473730380992,-0.00169518885559816,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RB6I2.2.2.m.65652,-0.00918000648843926,-0.00439804578759294,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RBBP4.1.1.m.62913,-3.63419755078312e-05,0.000542655591263745,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RBCC1.1.2.m.7288,-0.00343031400364132,0.00154899666807834,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RBEL1.1.1.m.174,-0.00144943209389815,0.00659460680087111,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RBM10.2.2.m.59955,-0.0163515901079682,-0.00622022547589586,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RBM19.1.2.m.28228,-0.00495328598793688,-0.00522169935781931,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RBM20.1.2.m.2222,-0.00101307640556662,-0.00222946236072198,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RBM22.1.1.m.43645,-0.00177761558336829,-0.00296097614752881,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RBM25.1.2.m.41094,-0.00501721957504832,0.000524477962418462,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RBM39.1.1.m.19427,-0.000316531266655545,-0.00252608450760924,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RBMX.1.1.m.26723,0.000270931627094326,0.00106316283909991,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RBP6.1.2.m.6061,0.0106837944998419,0.0105000517970866,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RBSK.1.1.m.17187,0.00464469208173843,-0.000879262844555636,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RBX1A.1.1.m.63168,-0.0049495858179866,-0.000791665193765143,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RCC1.1.1.m.15249,0.000254215272341985,-0.000874220196835933,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RCL1.1.1.m.7474,-7.57679084317747e-05,0.0100525782118845,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RD23B.1.1.m.38952,-0.00385646535706842,0.00300119908244213,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RDH13.1.3.m.10433,-0.0108316924750198,0.0173297416153736,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RED.1.2.m.8931,-0.00349168326162746,0.0175928137724318,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RED1.1.2.m.60684,-0.0142034542815443,0.00225588978773981,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RED1.2.2.m.61084,-0.00169184356957983,-0.00722962801494159,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RELN.3.4.m.48195,0.0028486433180234,-0.00207561842538134,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RENT1.1.1.m.44133,-0.00173008930958569,-0.00185976902377445,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RENT2.1.1.m.50589,0.00502911911144367,-0.00112138388974972,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_REPS1.1.2.m.35334,0.0072397305091472,0.00598698484896986,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RER1.1.1.m.49089,-0.0288174516209453,0.0338962654963492,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RFA1.1.1.m.16020,-0.00153723046327516,0.00194193717811941,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RFA2.1.1.m.6290,0.00143198857338591,-0.00788545854408399,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RFC1.1.3.m.8918,0.00533971744933755,0.0215634919229322,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RFC2.1.2.m.12862,-0.0172797120415675,0.0105389534706444,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RFC2.1.2.m.12863,-0.01667423097193,-0.00108467848499114,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RFC3.1.1.m.48357,-0.00957372381709429,-0.00114889516028851,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RFIP4.1.2.m.976,0.014653136096485,0.0303047002769829,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RFX3.1.1.m.55790,-0.00152432181124394,-0.00494586400337956,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RGD1309762.1.1.m.47917,0.00852340378498293,-0.000176707143775744,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RGD1310712.1.1.m.16487,0.0112193466175122,0.0223251328116361,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RGD1561408.1.2.m.4308,0.00217247048038666,0.00201116397628329,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RGN.1.1.m.30406,-0.00514357290092882,-0.00210534945187374,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RGPA1.1.1.m.50924,-0.00155169230665768,0.006533025240996,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RHDF1.2.3.m.45435,0.00295485883279241,0.0034896122663545,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RHDF1.3.3.m.54744,-0.002865761754106,-0.00610780308016215,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RHG07.1.1.m.14019,-0.0136061459403266,-0.00216383016961319,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RHG17.1.2.m.32099,-0.00119311736182272,0.000827277578671482,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RHG18.1.1.m.24618,-0.00373614246457515,-0.0196116038036832,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RHG44.1.1.m.982,-0.000648419935514424,-0.00342374868618679,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RHO.1.1.m.2313,-0.00712173660835457,0.0105158097099406,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RHO1.3.3.m.44337,0.00150250322867536,-0.000836007382522178,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RHOM172_0471.1.1.m.60636,0.00966880126632517,-0.0125518164533563,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RIF1.1.1.m.13682,-0.00686779558389789,-0.00286538572245074,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RIMB2.3.5.m.17363,-0.0164644914098842,0.0068191519236598,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RINT1.1.1.m.9402,-0.00941083050354843,0.000784978322933323,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RIOK3.1.1.m.54195,-0.00712968724944921,0.00472532924348373,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RIPL1.1.1.m.59984,0.0206612079950456,-0.00261068721301918,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RIR1.2.2.m.30556,-0.00251937886041948,-0.00267415953787934,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RIR2.1.1.m.19831,-0.0151352561049951,0.0106918729050269,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RL10.1.3.m.11695,0.000725902324140532,-0.000397265612246057,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RL10A.1.2.m.7633,-0.00675815781440947,0.000216160474076239,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RL11.2.7.m.12991,0.00173624677805979,-0.00125742262931029,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RL14.2.9.m.10151,0.00224055262895078,-0.00146480609628206,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RL17.2.7.m.34420,0.00780172320881442,-0.00221441209589984,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RL17.7.7.m.57535,-0.00147096479536925,0.00118795206575491,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RL18A.1.8.m.12900,0.00153116434417673,0.00208740279235497,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RL18A.6.8.m.61646,0.00126043901158905,-0.00624510915148371,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RL21.1.4.m.19435,0.00063224973038467,-0.00515550699986147,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RL22.4.4.m.37418,0.00120890207189164,-0.00279139108476756,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RL23.1.11.m.2901,0.0035854967580252,-0.00550320956765884,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RL23.4.11.m.13922,0.00716442980825912,-0.00107910090391336,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RL23A.3.6.m.31005,0.00473953406556008,-0.00286707069787639,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RL23A.6.6.m.63333,0.00962706750103667,0.0113693190577543,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RL24.6.9.m.43123,0.00418877940007466,0.00574402370859107,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RL24.6.9.m.43124,-0.000145764948672481,0.0193395010817922,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RL39.1.2.m.5372,-0.00127233314395919,0.00369420282730847,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RL39.2.2.m.64898,0.00358303155948446,0.00423146809653043,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RL4.2.6.m.4480,-0.00591303898388385,0.00202408368423652,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RL4.2.6.m.4481,0.000579494308360068,0.000187764831873914,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RL4.6.6.m.66341,-0.00214411355016696,-0.00536695434014862,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RL40.1.7.m.3623,0.000682985470564282,0.00133173258946182,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RL44.1.2.m.28788,0.0095602162149307,0.00611989007476196,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RL7A.2.6.m.5689,0.00115919037978757,-5.07178896633872e-05,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RL8.3.10.m.22753,0.0025144121861159,-0.00807259928684999,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RL9.4.6.m.43062,0.00458566286195711,-0.000834561637588568,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RL9.5.6.m.63453,0.00211951175891236,0.000408963911884791,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RLA0.3.7.m.42195,-0.00190304676761566,0.0055334049375693,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RLA0.3.7.m.42196,0.000766252053892412,-0.000771302822316582,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RLA0.5.7.m.56220,0.0103494920378713,-0.00299522376250346,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RLA1.3.12.m.12071,-3.34932065326593e-05,-0.00242685690616942,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RLA1.8.12.m.25631,0.00453654119866464,-0.010339960889762,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RLP24.2.2.m.51354,-0.0201638220333574,0.00855368883270234,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RM10.1.2.m.26850,0.0103343634696008,-0.0126691588587633,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RM11.1.1.m.9390,-0.0132510069226632,-0.0107103381591528,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RM22.1.1.m.63127,0.00379032412111775,0.0112189342109958,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RM23.1.1.m.173,-0.0131593085277006,-0.00837455146346974,No,NA,NA,NA,NA,NA,NA,NA,NA
