Entry	Entry_name	Protein_names	Gene _ames	EMBL_ACC
K1RKN1	K1RKN1_CRAGI	von Willebrand factor D and EGF domain-containing protein	CGI_10027579	EKC34871.1
K1QDB0	K1QDB0_CRAGI	Metalloproteinase inhibitor 3	CGI_10027616	EKC34907
K1QUF9	K1QUF9_CRAGI	Thymidine phosphorylase	CGI_10027618	EKC34909
K1R1B8	K1R1B8_CRAGI	Choline-phosphate cytidylyltransferase B	CGI_10016219	EKC34935
K1RKW0	K1RKW0_CRAGI	Uncharacterized protein	CGI_10016230	EKC34946
K1QM81	K1QM81_CRAGI	Uncharacterized protein	CGI_10018000	EKC34963
K1QUM1	K1QUM1_CRAGI	Receptor-type tyrosine-protein phosphatase N2	CGI_10018007	EKC34969
K1R1F0	K1R1F0_CRAGI	ATP-dependent DNA helicase 2 subunit 1	CGI_10005536	EKC34975
K1RL06	K1RL06_CRAGI	Kyphoscoliosis peptidase	CGI_10023610	EKC34991
K1QMB9	K1QMB9_CRAGI	Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 subunit 10)	CGI_10023612	EKC34993
K1PEY4	K1PEY4_CRAGI	26S proteasome non-ATPase regulatory subunit 2	CGI_10002226	EKC22447
K1QDQ3	K1QDQ3_CRAGI	Cytochrome b-c1 complex subunit 7	CGI_10020488	EKC35047
K1R1X0	K1R1X0_CRAGI	Uncharacterized protein	CGI_10015122	EKC35105
K1QDY6	K1QDY6_CRAGI	Eukaryotic translation initiation factor 4B	CGI_10015124	EKC35107
K1R1Y2	K1R1Y2_CRAGI	Dysbindin	CGI_10018751	EKC35125
K1QMP6	K1QMP6_CRAGI	Myosin-XVIIIa	CGI_10018764	EKC35138
K1QE15	K1QE15_CRAGI	Ataxin-2	CGI_10018768	EKC35142
K1QMT1	K1QMT1_CRAGI	DnaJ-like protein subfamily B member 4	CGI_10009495	EKC35183
K1QE55	K1QE55_CRAGI	Methylmalonyl-CoA mutase, mitochondrial	CGI_10009501	EKC35187
K1QVD7	K1QVD7_CRAGI	Neuronal acetylcholine receptor subunit non-alpha-2	CGI_10016138	EKC35209
K1QMV7	K1QMV7_CRAGI	V-type proton ATPase subunit D	CGI_10016143	EKC35213
K1QVE2	K1QVE2_CRAGI	Melanoma inhibitory activity protein 3	CGI_10016145	EKC35214
K1QE94	K1QE94_CRAGI	Alpha-galactosidase (EC 3.2.1.-)	CGI_10019827	EKC35227
K1R273	K1R273_CRAGI	Mitochondrial import inner membrane translocase subunit Tim8	CGI_10019830	EKC35230
K1QMY4	K1QMY4_CRAGI	IgGFc-binding protein	CGI_10016075	EKC35248
K1R2D5	K1R2D5_CRAGI	Uncharacterized protein	CGI_10017976	EKC35295
K1R2G8	K1R2G8_CRAGI	Titin	CGI_10016808	EKC35325.1
K1QVS2	K1QVS2_CRAGI	Thioredoxin domain-containing protein 5	CGI_10009327	EKC35339
K1QEK1	K1QEK1_CRAGI	BAG family molecular chaperone regulator 1	CGI_10012481	EKC35342
K1RLU6	K1RLU6_CRAGI	Poly [ADP-ribose] polymerase (PARP) (EC 2.4.2.-)	CGI_10012485	EKC35346
K1RLV6	K1RLV6_CRAGI	mRNA-decapping enzyme 1B	CGI_10018841	EKC35361
K1R2K9	K1R2K9_CRAGI	Pleckstrin-like protein domain family B member 2	CGI_10018855	EKC35375
K1QEN8	K1QEN8_CRAGI	Aminoacyl tRNA synthetase complex-interacting multifunctional protein 1	CGI_10018862	EKC35382
K1QVY2	K1QVY2_CRAGI	Ganglioside GM2 activator	CGI_10018864	EKC35384
K1R2L7	K1R2L7_CRAGI	Glutaminyl-tRNA synthetase (Fragment)	CGI_10020990	EKC35385
K1R2N1	K1R2N1_CRAGI	Glutathione reductase (EC 1.8.1.7)	CGI_10021005	EKC35400
K1QET6	K1QET6_CRAGI	Neurobeachin	CGI_10022557	EKC35427
K1QND2	K1QND2_CRAGI	Septin-2	CGI_10022558	EKC35428
K1R2Q7	K1R2Q7_CRAGI	Uncharacterized protein C13orf26-like protein	CGI_10022566	EKC35435
K1RM23	K1RM23_CRAGI	Uncharacterized protein	CGI_10022572	EKC35441
K1RMI1	K1RMI1_CRAGI	Receptor-type tyrosine-protein phosphatase beta	CGI_10015975	EKC35576
K1QFF1	K1QFF1_CRAGI	Cytochrome c oxidase subunit 6A1, mitochondrial	CGI_10008574	EKC35597
K1RMK6	K1RMK6_CRAGI	Lysosome-associated membrane glycoprotein 1	CGI_10016609	EKC35611
K1QFG9	K1QFG9_CRAGI	Translocon-associated protein subunit delta	CGI_10020307	EKC35617
K1QFI0	K1QFI0_CRAGI	WD repeat-containing protein 65	CGI_10020318	EKC35627
K1R3C7	K1R3C7_CRAGI	Uncharacterized protein	CGI_10020336	EKC35645
K1QFK6	K1QFK6_CRAGI	Troponin C	CGI_10020344	EKC35652
K1QWX8	K1QWX8_CRAGI	IQ domain-containing protein K	CGI_10020346	EKC35654
K1R3G7	K1R3G7_CRAGI	Uncharacterized protein C7orf57-like protein	CGI_10018358	EKC35705
K1QX56	K1QX56_CRAGI	Cleavage and polyadenylation specificity factor subunit 6	CGI_10001110	EKC35754
K1QPJ9	K1QPJ9_CRAGI	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B	CGI_10018645	EKC35778
K1QPM4	K1QPM4_CRAGI	Uncharacterized protein	CGI_10011199	EKC35803
K1QPM9	K1QPM9_CRAGI	Fatty acid-binding protein, brain	CGI_10011204	EKC35808
K1QXF5	K1QXF5_CRAGI	Calcyphosin-like protein	CGI_10019267	EKC35854
K1RN77	K1RN77_CRAGI	Nuclear autoantigenic sperm protein	CGI_10019269	EKC35856
K1QPZ1	K1QPZ1_CRAGI	Actin-related protein 2/3 complex subunit 3	CGI_10024321	EKC35913
K1QXU1	K1QXU1_CRAGI	Talin-1	CGI_10027527	EKC35969
K1RNJ2	K1RNJ2_CRAGI	Hydroxyacylglutathione hydrolase, mitochondrial	CGI_10027529	EKC35971
K1R476	K1R476_CRAGI	Anaphase-promoting complex subunit CDC26	CGI_10027544	EKC35985
K1QXX7	K1QXX7_CRAGI	Myosin heavy chain, non-muscle (Fragment)	CGI_10008717	EKC35999
K1RNS1	K1RNS1_CRAGI	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	CGI_10012428	EKC36031
K1QY51	K1QY51_CRAGI	E3 ubiquitin-protein ligase HECTD1	CGI_10022450	EKC36054
K1R4J0	K1R4J0_CRAGI	MAGUK p55 subfamily member 2	CGI_10022462	EKC36065
K1RNZ6	K1RNZ6_CRAGI	Eukaryotic translation initiation factor 3 subunit D (eIF3d) (Eukaryotic translation initiation factor 3 subunit 7)	CGI_10024813	EKC36091
K1QY89	K1QY89_CRAGI	NFU1 iron-sulfur cluster scaffold-like protein, mitochondrial	CGI_10024815 CGI_10024816	EKC36093
K1RNZ9	K1RNZ9_CRAGI	Glucosidase 2 subunit beta	CGI_10024818	EKC36096
K1QQU6	K1QQU6_CRAGI	Phosphatase and actin regulator 1	CGI_10024847	EKC36123
K1QYC4	K1QYC4_CRAGI	Biogenesis of lysosome-related organelles complex 1 subunit 6 (BLOC-1 subunit 6)	CGI_10024872	EKC36144
K1R4Q0	K1R4Q0_CRAGI	Uncharacterized protein	CGI_10020230	EKC36165
K1QHA2	K1QHA2_CRAGI	Spectrin beta chain, brain 4	CGI_10020238	EKC36172
K1RP69	K1RP69_CRAGI	Mitochondrial carrier-like protein 2	CGI_10005407	EKC36186
K1QR13	K1QR13_CRAGI	Disks large-like protein 1	CGI_10017041	EKC36193
K1QYI7	K1QYI7_CRAGI	Paired box protein Pax-2-A	CGI_10024166	EKC36239
K1RPB0	K1RPB0_CRAGI	Coiled-coil domain-containing protein 96	CGI_10024168	EKC36241
K1QR83	K1QR83_CRAGI	Uncharacterized protein	CGI_10024180	EKC36253
K1QHI6	K1QHI6_CRAGI	Dynein heavy chain 5, axonemal	CGI_10010994	EKC36287
K1RPP1	K1RPP1_CRAGI	Synaptophysin	CGI_10015678	EKC36371
K1QYW9	K1QYW9_CRAGI	4-coumarate--CoA ligase 1	CGI_10015681	EKC36374
K1QRN4	K1QRN4_CRAGI	Zonadhesin	CGI_10001592	EKC36393
K1QZ08	K1QZ08_CRAGI	Transcription elongation factor B polypeptide 1	CGI_10000789	EKC36409
K1R5E7	K1R5E7_CRAGI	Cathepsin L	CGI_10010587	EKC36430
K1RPZ2	K1RPZ2_CRAGI	ES1-like protein, mitochondrial	CGI_10018508	EKC36446
K1QI40	K1QI40_CRAGI	Selenium-binding protein 1 (Fragment)	CGI_10018510	EKC36447
K1QZ54	K1QZ54_CRAGI	Coiled-coil domain-containing protein 39	CGI_10018517	EKC36454
K1RQ18	K1RQ18_CRAGI	Fibropellin-3	CGI_10027000	EKC36466
K1QI65	K1QI65_CRAGI	Uncharacterized protein	CGI_10027007	EKC36472
K1QZA7	K1QZA7_CRAGI	Tumor necrosis factor, alpha-induced protein 8	CGI_10024664	EKC36499
K1R5R9	K1R5R9_CRAGI	Uncharacterized protein	CGI_10004063	EKC36540
K1R5S8	K1R5S8_CRAGI	Formimidoyltransferase-cyclodeaminase	CGI_10004288	EKC36550
K1QIL0	K1QIL0_CRAGI	Uncharacterized protein	CGI_10018185	EKC36597
K1QZN3	K1QZN3_CRAGI	Myosin-Id	CGI_10014541	EKC36629
K1RQK7	K1RQK7_CRAGI	Heat shock 70 kDa protein 12A	CGI_10006857	EKC36631
K1R627	K1R627_CRAGI	Acetyl-CoA acetyltransferase	CGI_10015045	EKC36665
K1RQN7	K1RQN7_CRAGI	Hemicentin-1	CGI_10007658	EKC36681
K1QZX9	K1QZX9_CRAGI	Uncharacterized protein	CGI_10014226	EKC36754
K1R699	K1R699_CRAGI	Uncharacterized protein	CGI_10014227	EKC36755
K1PG84	K1PG84_CRAGI	Glutaredoxin-C6	CGI_10000045 CGI_10019425	EKC17919
K1RQX8	K1RQX8_CRAGI	Uncharacterized protein	CGI_10022767	EKC36816
K1QJB4	K1QJB4_CRAGI	Sarcoplasmic calcium-binding protein	CGI_10014139	EKC36847
K1R083	K1R083_CRAGI	Aspartate aminotransferase, mitochondrial	CGI_10027059	EKC36869
K1RR44	K1RR44_CRAGI	Uncharacterized protein	CGI_10027088	EKC36896
K1QJG6	K1QJG6_CRAGI	Uncharacterized protein	CGI_10027089	EKC36897
K1RR58	K1RR58_CRAGI	Cysteinyl-tRNA synthetase, cytoplasmic	CGI_10027104	EKC36911
K1R6W4	K1R6W4_CRAGI	Uncharacterized protein	CGI_10023087	EKC36940
K1RR98	K1RR98_CRAGI	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2	CGI_10023098	EKC36951
K1QTG2	K1QTG2_CRAGI	Uncharacterized protein	CGI_10023100	EKC36953
K1RR99	K1RR99_CRAGI	Rho guanine nucleotide exchange factor 12	CGI_10023103	EKC36956
K1R6Z4	K1R6Z4_CRAGI	Uncharacterized protein	CGI_10023112	EKC36965
K1RRA8	K1RRA8_CRAGI	Tetratricopeptide repeat protein 25	CGI_10023113	EKC36966
K1RRC3	K1RRC3_CRAGI	Coiled-coil domain-containing protein 9	CGI_10006659	EKC36981
K1R0S1	K1R0S1_CRAGI	Growth arrest-specific protein 8	CGI_10025994	EKC37009
K1R0T1	K1R0T1_CRAGI	V-type proton ATPase subunit G	CGI_10026004	EKC37019
K1R793	K1R793_CRAGI	Uncharacterized protein	CGI_10014350	EKC37035
K1RRP1	K1RRP1_CRAGI	EGF-like domain-containing protein 8	CGI_10028323	EKC37096
K1RRQ3	K1RRQ3_CRAGI	Calmodulin-like protein 4	CGI_10028344	EKC37116
K1QK98	K1QK98_CRAGI	IST1-like protein	CGI_10028370	EKC37137
K1RRT2	K1RRT2_CRAGI	Coiled-coil domain-containing protein 91	CGI_10028391	EKC37156
K1R138	K1R138_CRAGI	Nuclear pore glycoprotein p62	CGI_10028401	EKC37164
K1R7M1	K1R7M1_CRAGI	Shootin-1	CGI_10008669	EKC37180
K1R158	K1R158_CRAGI	cAMP-dependent protein kinase type II regulatory subunit	CGI_10014742	EKC37194
K1R164	K1R164_CRAGI	Galectin-4	CGI_10014752	EKC37204
K1R7N7	K1R7N7_CRAGI	Cystatin-A2	CGI_10004216	EKC37205
K1QKI3	K1QKI3_CRAGI	Putative malate dehydrogenase 1B	CGI_10018565	EKC37252
K1QUC1	K1QUC1_CRAGI	CDV3-like protein	CGI_10018566	EKC37253
K1QUC7	K1QUC7_CRAGI	Kinesin-related protein 1	CGI_10018571	EKC37258
K1RS07	K1RS07_CRAGI	Aldehyde dehydrogenase family 3 member B1	CGI_10018575	EKC37261
K1QRB6	K1QRB6_CRAGI	Natterin-3	CGI_10011001 CGI_10018577	EKC36293
K1R7U4	K1R7U4_CRAGI	Uncharacterized protein	CGI_10018585	EKC37270
K1QKK2	K1QKK2_CRAGI	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	CGI_10020618	EKC37277
K1RS23	K1RS23_CRAGI	Coiled-coil domain-containing protein 37	CGI_10020622	EKC37281
K1QKL3	K1QKL3_CRAGI	Uncharacterized protein	CGI_10020633	EKC37292
K1R7Y4	K1R7Y4_CRAGI	Dual oxidase maturation factor 1	CGI_10023211	EKC37315
K1RS98	K1RS98_CRAGI	Nuclear transcription factor Y subunit alpha	CGI_10002627	EKC37366
K1QUQ2	K1QUQ2_CRAGI	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)	CGI_10023850	EKC37378
K1QKW8	K1QKW8_CRAGI	Nucleosome assembly protein 1-like 4	CGI_10003086	EKC37417
K1R8F6	K1R8F6_CRAGI	Uncharacterized protein	CGI_10011429	EKC37450
K1QL04	K1QL04_CRAGI	Integrin beta-1	CGI_10009280	EKC37462
K1R1X4	K1R1X4_CRAGI	Uncharacterized protein	CGI_10018124	EKC37509
K1QV88	K1QV88_CRAGI	Aldose 1-epimerase (EC 5.1.3.3) (Galactose mutarotase)	CGI_10013974	EKC37523
K1QL55	K1QL55_CRAGI	Protein phosphatase 1B	CGI_10013978	EKC37527
K1QV97	K1QV97_CRAGI	Uncharacterized protein	CGI_10013979	EKC37528
K1RSP5	K1RSP5_CRAGI	Radial spoke head protein 4-like protein A	CGI_10022074	EKC37551
K1RSS3	K1RSS3_CRAGI	Myosin heavy chain, striated muscle	CGI_10022093	EKC37566
K1QLA8	K1QLA8_CRAGI	Golgin subfamily A member 2	CGI_10022094	EKC37567
K1R255	K1R255_CRAGI	Heterogeneous nuclear ribonucleoprotein L	CGI_10022096	EKC37569
K1R259	K1R259_CRAGI	Collagen alpha-5(VI) chain	CGI_10022101	EKC37574
K1RSS9	K1RSS9_CRAGI	Collagen alpha-5(VI) chain	CGI_10022103	EKC37576
K1R282	K1R282_CRAGI	Adenylate kinase isoenzyme 5	CGI_10026893	EKC37609
K1R2A0	K1R2A0_CRAGI	Protein SPATIAL	CGI_10026923	EKC37639
K1QLF7	K1QLF7_CRAGI	Latrophilin-1	CGI_10024211	EKC37657
K1QLH0	K1QLH0_CRAGI	Peroxiredoxin-4	CGI_10024227	EKC37672
K1R981	K1R981_CRAGI	Uncharacterized protein	CGI_10020471	EKC37715
K1QLK7	K1QLK7_CRAGI	Deleted in malignant brain tumors 1 protein	CGI_10020474	EKC37717
K1QLM9	K1QLM9_CRAGI	Vesicle transport through interaction with t-SNAREs-like protein 1B	CGI_10012694	EKC37742
K1QLP5	K1QLP5_CRAGI	Coatomer subunit delta	CGI_10023524	EKC37762
K1QVV9	K1QVV9_CRAGI	Neuron navigator 2	CGI_10023552	EKC37788
K1R9E2	K1R9E2_CRAGI	EF-hand calcium-binding domain-containing protein 6	CGI_10017631	EKC37810
K1QLU2	K1QLU2_CRAGI	Serine protease inhibitor dipetalogastin	CGI_10017638	EKC37817
K1R9I3	K1R9I3_CRAGI	Uncharacterized protein	CGI_10019404	EKC37855
K1RTD6	K1RTD6_CRAGI	UDP-glucose:glycoprotein glucosyltransferase 1	CGI_10019410	EKC37861
K1RTF1	K1RTF1_CRAGI	Annexin	CGI_10019493	EKC37876
K1R9P5	K1R9P5_CRAGI	Mitochondrial import receptor subunit TOM70	CGI_10009693	EKC37920
K1R3G2	K1R3G2_CRAGI	Drebrin-like protein	CGI_10006952	EKC38004
K1R3I0	K1R3I0_CRAGI	Protein cappuccino	CGI_10018695	EKC38014
K1QMP9	K1QMP9_CRAGI	SH3 domain-containing kinase-binding protein 1	CGI_10022739	EKC38067
K1QWQ4	K1QWQ4_CRAGI	CD2-associated protein	CGI_10022740	EKC38068
K1RU07	K1RU07_CRAGI	Glucose-repressible alcohol dehydrogenase transcriptional effector	CGI_10022743	EKC38071
K1RA71	K1RA71_CRAGI	Glutathione-requiring prostaglandin D synthase	CGI_10022749	EKC38075
K1QWU5	K1QWU5_CRAGI	SAP domain-containing ribonucleoprotein	CGI_10019286	EKC38123
K1QMV2	K1QMV2_CRAGI	Dynein intermediate chain 3, ciliary	CGI_10019307	EKC38142
K1RAB9	K1RAB9_CRAGI	Epoxide hydrolase 4	CGI_10019315	EKC38150
K1QMW5	K1QMW5_CRAGI	Nicotinamide riboside kinase 1	CGI_10020847	EKC38157
K1QWX3	K1QWX3_CRAGI	Protein CEPU-1	CGI_10020848	EKC38158
K1QX15	K1QX15_CRAGI	Transcription initiation factor TFIID subunit 10	CGI_10025714	EKC38218
K1R401	K1R401_CRAGI	Spectrin alpha chain	CGI_10025721	EKC38224
K1QBF6	K1QBF6_CRAGI	UPF0449 protein C19orf25-like protein	CGI_10014698 CGI_10025725	EKC34072
K1R406	K1R406_CRAGI	Death-associated protein 1	CGI_10025726	EKC38229
K1QN28	K1QN28_CRAGI	Thrombospondin-3b	CGI_10025729	EKC38232
K1QX26	K1QX26_CRAGI	Endoplasmin	CGI_10025730	EKC38233
K1QN40	K1QN40_CRAGI	Anion exchange protein	CGI_10012243	EKC38252
K1R4A2	K1R4A2_CRAGI	Pericentriolar material 1 protein	CGI_10021787	EKC38349
K1RUK6	K1RUK6_CRAGI	Calcium-regulated heat stable protein 1	CGI_10021754	EKC38381
K1QXI4	K1QXI4_CRAGI	Non-specific serine/threonine protein kinase (EC 2.7.11.1)	CGI_10011096	EKC38408
K1R4P8	K1R4P8_CRAGI	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	CGI_10028112	EKC38494
K1QNN9	K1QNN9_CRAGI	MICOS complex subunit MIC60 (Mitofilin)	CGI_10028115	EKC38497
K1R4R1	K1R4R1_CRAGI	Coiled-coil domain-containing protein 19, mitochondrial	CGI_10028123	EKC38504
K1QXX9	K1QXX9_CRAGI	Cytochrome c	CGI_10012574	EKC38518
K1QXZ9	K1QXZ9_CRAGI	DNA-binding protein P3A2	CGI_10017090	EKC38533
K1RBG6	K1RBG6_CRAGI	Actin-1/3	CGI_10017112	EKC38555
K1QY47	K1QY47_CRAGI	Metalloendopeptidase (EC 3.4.24.-)	CGI_10025920	EKC38568
K1QY60	K1QY60_CRAGI	Spermatogenesis-associated protein 6	CGI_10025949	EKC38593
K1R553	K1R553_CRAGI	Uncharacterized protein	CGI_10016182	EKC38644
K1RBP7	K1RBP7_CRAGI	Non-specific serine/threonine protein kinase (EC 2.7.11.1)	CGI_10016201	EKC38660
K1QYB9	K1QYB9_CRAGI	Protein FAM21A	CGI_10020795	EKC38683
K1QYC8	K1QYC8_CRAGI	Uncharacterized protein	CGI_10020808	EKC38693
K1RVD9	K1RVD9_CRAGI	Eukaryotic translation initiation factor 4E-binding protein 1	CGI_10020407	EKC38736
K1QYG7	K1QYG7_CRAGI	Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] 1	CGI_10020409	EKC38738
K1RBX0	K1RBX0_CRAGI	Uncharacterized protein	CGI_10020417	EKC38745
K1RVF3	K1RVF3_CRAGI	Coiled-coil domain-containing protein 63	CGI_10020431	EKC38756
K1R5L7	K1R5L7_CRAGI	Titin	CGI_10026639	EKC38834
K1RVK9	K1RVK9_CRAGI	Titin	CGI_10026641	EKC38836
K1RVT4	K1RVT4_CRAGI	Halomucin	CGI_10016565	EKC38926
K1R5W2	K1R5W2_CRAGI	5'-AMP-activated protein kinase subunit beta-2	CGI_10016569	EKC38929
K1RVZ4	K1RVZ4_CRAGI	Extracellular superoxide dismutase [Cu-Zn]	CGI_10018833	EKC39001
K1QPY8	K1QPY8_CRAGI	Extracellular superoxide dismutase [Cu-Zn]	CGI_10018834	EKC39002
K1RCS4	K1RCS4_CRAGI	Coiled-coil domain-containing protein 42-like protein	CGI_10018530	EKC39050
K1QZK9	K1QZK9_CRAGI	Uncharacterized protein	CGI_10018548	EKC39068
K1RCV9	K1RCV9_CRAGI	Adenylate kinase isoenzyme 6 homolog (AK6) (EC 2.7.4.3) (Dual activity adenylate kinase/ATPase) (AK/ATPase)	CGI_10020671	EKC39095
K1RW92	K1RW92_CRAGI	E3 ubiquitin-protein ligase MIB2	CGI_10020677	EKC39101
K1R6G1	K1R6G1_CRAGI	E3 ubiquitin-protein ligase MIB2	CGI_10020681	EKC39104
K1QQA8	K1QQA8_CRAGI	Laminin subunit beta-1	CGI_10015959	EKC39117
K1RWA6	K1RWA6_CRAGI	13 kDa ribonucleoprotein-associated protein	CGI_10015968	EKC39126
K1QQB4	K1QQB4_CRAGI	Long-chain-fatty-acid--CoA ligase 1	CGI_10015970	EKC39127
K1RCY7	K1RCY7_CRAGI	Eukaryotic peptide chain release factor GTP-binding subunit ERF3B	CGI_10011160	EKC39140
K1R6I4	K1R6I4_CRAGI	Uncharacterized protein	CGI_10002394	EKC39149
K1QZS0	K1QZS0_CRAGI	E3 ubiquitin-protein ligase MIB2	CGI_10006635	EKC39158
K1QZS4	K1QZS4_CRAGI	Uncharacterized protein	CGI_10024564	EKC39163
K1RCZ9	K1RCZ9_CRAGI	Delta-like protein	CGI_10024566	EKC39165
K1RWC7	K1RWC7_CRAGI	MRG-binding protein	CGI_10024568	EKC39166
K1QZT3	K1QZT3_CRAGI	Serrate RNA effector molecule-like protein	CGI_10024581	EKC39178
K1RD06	K1RD06_CRAGI	Collagen alpha-1(IX) chain	CGI_10024583	EKC39180
K1RWE5	K1RWE5_CRAGI	Thioredoxin-like protein 1	CGI_10024594	EKC39191
K1RD19	K1RD19_CRAGI	RNA-binding protein 4	CGI_10024605	EKC39200
K1QZW2	K1QZW2_CRAGI	Splicing factor 1	CGI_10012625	EKC39213
K1QZX3	K1QZX3_CRAGI	Vacuolar protein sorting-associated protein VTA1-like protein	CGI_10005568	EKC39228
K1QQK1	K1QQK1_CRAGI	26S proteasome non-ATPase regulatory subunit 12	CGI_10017011	EKC39252
K1RD73	K1RD73_CRAGI	Tetraspanin	CGI_10017015	EKC39255
K1RDB1	K1RDB1_CRAGI	39S ribosomal protein L12, mitochondrial	CGI_10024463	EKC39295
K1QQR7	K1QQR7_CRAGI	Uncharacterized protein	CGI_10024481	EKC39312
K1RWQ9	K1RWQ9_CRAGI	Serine/threonine-protein phosphatase 2A activator (EC 5.2.1.8) (Phosphotyrosyl phosphatase activator)	CGI_10005007	EKC39336
K1RDG2	K1RDG2_CRAGI	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	CGI_10018985	EKC39345
K1RDG7	K1RDG7_CRAGI	U1 small nuclear ribonucleoprotein A	CGI_10018990	EKC39350
K1RWS2	K1RWS2_CRAGI	Transcriptional activator protein Pur-alpha	CGI_10018991	EKC39351
K1RWS4	K1RWS4_CRAGI	Uncharacterized protein	CGI_10018996	EKC39356
K1R095	K1R095_CRAGI	Uncharacterized protein	CGI_10019003	EKC39363
K1R748	K1R748_CRAGI	Splicing factor 4	CGI_10018300	EKC39389
K1RDL1	K1RDL1_CRAGI	Survival motor neuron protein	CGI_10018301	EKC39390
K1RDQ6	K1RDQ6_CRAGI	Glutamate receptor U1	CGI_10003728	EKC39430
K1R7C1	K1R7C1_CRAGI	Neurocalcin-like protein	CGI_10020069	EKC39464
K1R0X0	K1R0X0_CRAGI	Uncharacterized protein	CGI_10027938	EKC39528
K1RXA0	K1RXA0_CRAGI	cAMP-dependent protein kinase regulatory subunit	CGI_10010758	EKC39556
K1R7R8	K1R7R8_CRAGI	Glutathione peroxidase	CGI_10025106	EKC39649
K1R1B3	K1R1B3_CRAGI	Myosin heavy chain, striated muscle	CGI_10025110	EKC39653
K1QRW4	K1QRW4_CRAGI	Coronin	CGI_10025126	EKC39667.1
K1R7T0	K1R7T0_CRAGI	GMP synthase [glutamine-hydrolyzing]	CGI_10025128	EKC39669.1
K1REE8	K1REE8_CRAGI	CUB and sushi domain-containing protein 1	CGI_10011253	EKC39755
K1RXM6	K1RXM6_CRAGI	Crumbs-like protein 2	CGI_10011254	EKC39756
K1QS71	K1QS71_CRAGI	Glutathione S-transferase	CGI_10015807	EKC39762
K1R1N2	K1R1N2_CRAGI	S-crystallin SL11	CGI_10015808	EKC39763.1
K1R1R5	K1R1R5_CRAGI	SH3 domain-containing guanine exchange factor	CGI_10015828	EKC39783
K1R1T3	K1R1T3_CRAGI	CD2 antigen cytoplasmic tail-binding protein 2	CGI_10025351	EKC39798
K1REJ8	K1REJ8_CRAGI	Dual oxidase 2 (Fragment)	CGI_10025370	EKC39815
K1R832	K1R832_CRAGI	Protein unc-87	CGI_10025379	EKC39824
K1R202	K1R202_CRAGI	T-complex-associated testis-expressed protein 1	CGI_10025394	EKC39838
K1REQ4	K1REQ4_CRAGI	Cytochrome c oxidase subunit 6B	CGI_10012919	EKC39860
K1REW8	K1REW8_CRAGI	Ribosomal protein L15	CGI_10007757	EKC39905
K1QSR2	K1QSR2_CRAGI	Apoptosis inhibitor 5	CGI_10007759	EKC39907
K1R2F3	K1R2F3_CRAGI	Uncharacterized protein	CGI_10026945	EKC39938
K1QSY9	K1QSY9_CRAGI	Huntingtin-interacting protein K	CGI_10000001 CGI_10026954	EKC17955
K1QT75	K1QT75_CRAGI	ARF GTPase-activating protein GIT2	CGI_10015898	EKC40002
K1R8T7	K1R8T7_CRAGI	Uncharacterized protein	CGI_10010025	EKC40029
K1RFD8	K1RFD8_CRAGI	Uncharacterized protein	CGI_10010026	EKC40030
K1RFF7	K1RFF7_CRAGI	Protein lethal(2)essential for life	CGI_10011375	EKC40045
K1RYF7	K1RYF7_CRAGI	Heat shock protein beta-1	CGI_10011376	EKC40046
K1RYI8	K1RYI8_CRAGI	Disks large-associated protein 1	CGI_10026094	EKC40066
K1R920	K1R920_CRAGI	Eukaryotic translation initiation factor 1A, X-chromosomal	CGI_10026140	EKC40109
K1QTJ9	K1QTJ9_CRAGI	Putative ferric-chelate reductase 1	CGI_10026143	EKC40112
K1R928	K1R928_CRAGI	60S ribosomal protein L36	CGI_10021069	EKC40124
K1R336	K1R336_CRAGI	Calmodulin	CGI_10021079	EKC40133
K1RFL8	K1RFL8_CRAGI	Fibrillin-1	CGI_10021081	EKC40135
K1QTL8	K1QTL8_CRAGI	Uncharacterized protein	CGI_10027787	EKC40147
K1RFP6	K1RFP6_CRAGI	Tektin-1	CGI_10027835	EKC40190
K1R983	K1R983_CRAGI	Protein transport protein SEC23	CGI_10027858	EKC40209
K1RFQ9	K1RFQ9_CRAGI	Calcium-binding protein p22	CGI_10027859	EKC40210
K1R996	K1R996_CRAGI	Long-chain-fatty-acid--CoA ligase 4	CGI_10001478	EKC40224
K1RFT1	K1RFT1_CRAGI	Band 4.1-like protein 3	CGI_10015239	EKC40255
K1RYZ3	K1RYZ3_CRAGI	Uncharacterized protein	CGI_10015240	EKC40256
K1R3D5	K1R3D5_CRAGI	Endoplasmic reticulum protein ERp29	CGI_10023702	EKC40268
K1RFT6	K1RFT6_CRAGI	Polyamine-modulated factor 1-binding protein 1	CGI_10023704	EKC40270
K1QTV1	K1QTV1_CRAGI	Uncharacterized protein	CGI_10023706	EKC40272
